OBJECTID,STCNTYFIPS,RROWNER1,YARDNAME,RROWNER1_NAME,Shape__Length
1394,26103,LSI,WEST YARD,LAKE SUPERIOR & ISHPEMING RAILROAD COMPANY,7741.50339014158
1395,26007,LSRC,ALPENA,LAKE STATE RAILWAY COMPANY,3245.65993495774
1396,26145,LSRC,CUMBERLAND,LAKE STATE RAILWAY COMPANY,769.568462574922
1397,26111,LSRC,DEAN,LAKE STATE RAILWAY COMPANY,4050.4104471472
1398,26145,LSRC,DELPHI,LAKE STATE RAILWAY COMPANY,2091.08534365427
1399,26017,LSRC,LSRC,LAKE STATE RAILWAY COMPANY,5422.71739661992
1400,26111,LSRC,MIDLAND,LAKE STATE RAILWAY COMPANY,4160.08779198564
1401,26145,LSRC,SAGINAW,LAKE STATE RAILWAY COMPANY,16069.4074513286
1402,42035,LVRR,AVIS,LYCOMING VALLEY RAILROAD COMPANY,9286.7287667931
1403,42081,LVRR,NEWBERRY,LYCOMING VALLEY RAILROAD COMPANY,26369.9992653992
1404,25025,MBTA,BEACON PARK,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,4364.35736879849
1405,25017,MBTA,BOSTON NORTH,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1072.50691735078
1406,25025,MBTA,BOSTON NORTH,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,465.141822219506
1407,25025,MBTA,BOSTON TRANSFLO,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,180.909615983792
1408,25027,MBTA,FITCHBURG,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,3626.19305926465
1409,25017,MBTA,FRAMINGHAM,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,1236.11972218677
1410,25023,MBTA,MIDDLEBORO,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,634.886073998082
1411,25027,MBTA,WORCESTER,MASSACHUSETTS BAY TRANSPORTATION AUTHORITY,2545.65281484305
1412,25001,MC,HYANNIS,MAINE COAST RAILROAD CORPORATION,1030.73493547234
1413,25015,MCER,WARE,MASSACHUSETTS CENTRAL RAILROAD CORPORATION,2576.10243980402
1414,06093,MCR,MCCLOUD YARD,MCCLOUD RAILWAY COMPANY,1865.51675879021
1415,28075,MDS,MERIDIAN (MDS),MERIDIAN SOUTHERN RAILWAY LLC,7783.17388410657
1416,27071,MDW,INTERNATIONAL FALLS,"MINNESOTA, DAKOTA & WESTERN RAILWAY COMPANY",9740.08801122846
1417,34027,ME,TROY HILLS BULK TRANSFER,"MORRISTOWN & ERIE RAILWAY, INC.",286.849736863017
1418,06099,MET,EMPIRE YARD,MODESTO & EMPIRE TRACTION COMPANY,6723.03718298403
1419,06099,MET,MCCLURE YARD,MODESTO & EMPIRE TRACTION COMPANY,6596.33842154543
1420,06099,MET,MODESTO TERMINAL YARD,MODESTO & EMPIRE TRACTION COMPANY,1597.91090451522
1421,06099,MET,MODESTO YARD,MODESTO & EMPIRE TRACTION COMPANY,2264.06589746796
1422,06099,MET,RIVERSIDE YARD,MODESTO & EMPIRE TRACTION COMPANY,5774.16456871112
1423,18019,MGRI,MGRI,"M. G. RAIL, INCORPORATED",3604.42967070307
1424,26057,MMRR,ALMA,MID-MICHIGAN RAILROAD COMPANY,3526.15073652551
1425,29097,MNA,CARTHAGE,"MISSOURI & NORTHERN ARKANSAS RAILROAD, INC.",12583.4314955352
1426,29097,MNA,EAST CARTHAGE,"MISSOURI & NORTHERN ARKANSAS RAILROAD, INC.",10381.8154663815
1427,29217,MNA,NEVADA,"MISSOURI & NORTHERN ARKANSAS RAILROAD, INC.",3313.98427832228
1428,29097,MNA,RUTH,"MISSOURI & NORTHERN ARKANSAS RAILROAD, INC.",4851.55635087241
1429,28075,MNBR,MERIDIAN (MNBR),M & B RAILROAD LLC,2149.44605801526
1430,36119,MNCW,HARMON SHOPS,METRO NORTH COMMUTER RAILROAD COMPANY,11889.2193215295
1431,36119,MNCW,NORTH CROTON,METRO NORTH COMMUTER RAILROAD COMPANY,3530.75705033221
1432,36071,MNCW,PORT JERVIS,METRO NORTH COMMUTER RAILROAD COMPANY,5060.78268193696
1433,09001,MNCW,STAMFORD,METRO NORTH COMMUTER RAILROAD COMPANY,2250.39781919569
1434,27119,MNN,REDLAND JCT,"MINNESOTA NORTHERN RAILROAD, INC.",5030.64968387529
1435,27123,MNNR,MIDWAY YARD,MINNESOTA COMMERCIAL RAILWAY,1343.53537362212
1436,23003,MNR,OAKFIELD,MAINE NORTHERN RAILWAY COMPANY,10482.6182999656
1437,23003,MNR,PRESQUE ISLE,MAINE NORTHERN RAILWAY COMPANY,4149.52934015747
1438,26105,MQT,LUDINGTON,MARQUETTE RAIL LLC,6494.84668098156
1439,26101,MQT,MANISTEE,MARQUETTE RAIL LLC,2148.37569581547
1440,26121,MS,HENRY ST,MICHIGAN SHORE RAILROAD,3087.65892602055
1441,26121,MS,NORTH,MICHIGAN SHORE RAILROAD,2393.84954208792
1442,28059,MSE,MOSS POINT,MISSISSIPPI EXPORT RAILROAD COMPANY,10693.1549104534
1443,28159,MSR,LOUISVILLE,MISSISSIPPI SOUTHERN RAILROAD,8889.65150375994
1444,42035,NBER,LOCK HAVEN,NITTANY & BALD EAGLE,163.16780580022
1445,42027,NBER,SUNNYSIDE,NITTANY & BALD EAGLE,4930.77960789556
1446,23021,NBSR,BROWNVILLE,"NEW BRUNSWICK SOUTHERN RAILWAY COMPANY, LTD",742.285779682757
1447,23029,NBSR,VANCEBORO,"NEW BRUNSWICK SOUTHERN RAILWAY COMPANY, LTD",5189.6419357919
1448,31119,NCRC,NORFOLK,NEBRASKA CENTRAL RAILROAD,8809.90703346168
1449,06001,NCRY,BRIGHTSIDE YARD,NORTHERN CENTRAL RAILWAY INCORPORATED,2639.38655367718
1450,37127,NCYR,NCYR,NASH COUNTY RAILROAD,2312.45433861878
1451,39039,NDW,DEFIANCE (NDR),"MICHIGAN SOUTHERN RAILROAD COMPANY  (D.B.A. - NAPOLEON, DEFIANCE & WESTERN RAILWAY)",3444.36573612901
1452,50025,NECR,BRATTLEBORO,NEW ENGLAND CENTRAL RAILROAD,7256.89893573863
1453,50027,NECR,NORTH WHITE RIVER,NEW ENGLAND CENTRAL RAILROAD,12862.819768608
1454,25013,NECR,PALMER,NEW ENGLAND CENTRAL RAILROAD,4007.78926644908
1455,50027,NECR,SOUTH WHITE RIVER,NEW ENGLAND CENTRAL RAILROAD,8407.05448367038
1456,50011,NECR,ST. ALBANS,NEW ENGLAND CENTRAL RAILROAD,30103.2951999216
1457,47037,NERR,NERR SHOPS,NASHVILLE & EASTERN RAILROAD CORP,865.322973317658
1458,47037,NERR,SHOPS,NASHVILLE & EASTERN RAILROAD CORP,1148.17404821259
1459,33003,NHN,OSSIPEE,NEW HAMPSHIRE NORTH COAST RAILROAD,861.770782789227
1460,17031,NIRC,14TH ST COACH,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,718.643684074523
1461,17031,NIRC,55TH ST,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,3562.09992191685
1462,17031,NIRC,BENSENVILLE,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,4666.13146530623
1463,17043,NIRC,BENSENVILLE,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,1956.04784135484
1464,17031,NIRC,BURR OAK,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,1882.64167987933
1465,17031,NIRC,COACH,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,2016.13612130691
1466,17031,NIRC,GALEWOOD,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,2433.20535346214
1467,17031,NIRC,LANDERS,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,508.948979590171
1468,17031,NIRC,WESTERN AVE,NORTHEAST ILLINOIS REGIONAL COMMUTER RAIL CORP. -- METRA,6568.31001759148
1469,34017,NJRC,MEADOWS IMF,"NEW JERSEY RAIL CARRIER, LLC.",1832.3545943835
1470,34017,NJRC,SOUTH KEARNY (NJRC),"NEW JERSEY RAIL CARRIER, LLC.",6689.91455339052
1471,34023,NJT,BOUND BROOK,NJ DEPT. OF TRANSPORTATION,205.519133394234
1472,34035,NJT,BOUND BROOK,NJ DEPT. OF TRANSPORTATION,1412.00424408896
1473,34027,NJT,DOVER,NJ DEPT. OF TRANSPORTATION,830.075980311785
1474,34027,NJT,DOVER YARD,NJ DEPT. OF TRANSPORTATION,2851.20317748322
1475,34017,NJT,HARRISON SHOPS,NJ DEPT. OF TRANSPORTATION,336.101266678114
1476,34007,NJT,LINDENWOLD,NJ DEPT. OF TRANSPORTATION,5239.19454654661
1477,34023,NJT,MCGRAW,NJ DEPT. OF TRANSPORTATION,168.875504985106
1478,34039,NJT,MCGRAW,NJ DEPT. OF TRANSPORTATION,1621.79019753763
1479,34017,NJT,MEADOWS,NJ DEPT. OF TRANSPORTATION,5278.63459321114
1480,34027,NJT,PORT MORRIS,NJ DEPT. OF TRANSPORTATION,10614.0844533224
1481,34035,NJT,RARITAN,NJ DEPT. OF TRANSPORTATION,1568.85141575081
1482,34035,NJT,SOMERVILLE,NJ DEPT. OF TRANSPORTATION,960.841819220812
1483,27145,NLR,ST CLOUD,NORTHERN LINES RAILWAY LLC,7124.32012423597
1484,35001,NMRX,ALBUQUERQUE-ABAJO,NEW MEXICO RAIL RUNNER EXPRESS,9478.58708845485
1485,31045,NNW,CHADRON,"NEBRASKA NORTHWESTERN RAILROAD, INC.",9887.16512046979
1486,22051,NOGC,GOULDSBORO,NEW ORLEANS & GULF COAST RAILWAY COMPANY INC.,4636.54642399376
1487,22071,NOPB,CLAIBORNE,NEW ORLEANS PUBLIC BELT RAILROAD,2695.42590816331
1488,22071,NOPB,COTTON WAREHOUSE,NEW ORLEANS PUBLIC BELT RAILROAD,5683.6849314154
1489,22071,NOPB,FRANCE,NEW ORLEANS PUBLIC BELT RAILROAD,4915.60769307959
1490,22071,NOPB,GENTILLY,NEW ORLEANS PUBLIC BELT RAILROAD,147.616534458252
1491,22071,NOPB,GULF GATEWAY TERMINAL,NEW ORLEANS PUBLIC BELT RAILROAD,1389.08828878963
1492,22071,NOPB,NAPOLEON AVE ICTF,NEW ORLEANS PUBLIC BELT RAILROAD,21021.153666186
1493,22071,NOPB,NOPB SOUTH YARD,NEW ORLEANS PUBLIC BELT RAILROAD,1476.47860293095
1494,22071,NOPB,PAULINE STREET,NEW ORLEANS PUBLIC BELT RAILROAD,1987.51497076916
1495,22071,NOUP,NEW ORLEANS UNION STATION,NEW ORLEANS UNION PASSENGER TERMINAL,6192.16472417342
1496,51550,NPB,BERKLEY,NORFOLK & PORTSMOUTH BELT LINE RAILROAD COMPANY,6878.23737627929
1497,17031,NS,55TH ST,NORFOLK SOUTHERN RAILWAY COMPANY,25685.9853514233
1498,24510,NS,5TH AVENUE,NORFOLK SOUTHERN RAILWAY COMPANY,2728.84235850099
1499,17031,NS,97TH ST,NORFOLK SOUTHERN RAILWAY COMPANY,5666.5013744203
1500,17119,NS,A O SMITH,NORFOLK SOUTHERN RAILWAY COMPANY,7255.75730391014
1501,42091,NS,ABRAMS,NORFOLK SOUTHERN RAILWAY COMPANY,2235.75615452998
1502,42091,NS,ABRAMS YARD,NORFOLK SOUTHERN RAILWAY COMPANY,13112.3480959838
1503,13095,NS,ALBANY,NORFOLK SOUTHERN RAILWAY COMPANY,2135.59149989156
1504,13095,NS,ALBANY (NS),NORFOLK SOUTHERN RAILWAY COMPANY,3821.72395130825
1505,42013,NS,ALTOONA,NORFOLK SOUTHERN RAILWAY COMPANY,46969.8150063877
1506,13261,NS,AMERICUS,NORFOLK SOUTHERN RAILWAY COMPANY,1429.5326278677
1507,51195,NS,ANDOVER,NORFOLK SOUTHERN RAILWAY COMPANY,3023.30212546421
1508,51195,NS,ANDOVOER,NORFOLK SOUTHERN RAILWAY COMPANY,1579.32411053714
1509,45079,NS,ANDREWS,NORFOLK SOUTHERN RAILWAY COMPANY,4325.04482686281
1510,45079,NS,ANDREWS-COLUMBIA,NORFOLK SOUTHERN RAILWAY COMPANY,14939.1462471457
1511,37021,NS,ASHEVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,13946.4458088885
1512,17031,NS,ASHLAND AVE,NORFOLK SOUTHERN RAILWAY COMPANY,13079.856360975
1513,39007,NS,ASHTABULA HARBOR,NORFOLK SOUTHERN RAILWAY COMPANY,6183.5971295639
1514,13245,NS,AUGUSTA (NS),NORFOLK SOUTHERN RAILWAY COMPANY,4870.04231719539
1515,54047,NS,AUVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,7628.15044009103
1516,36101,NS,BAKER,NORFOLK SOUTHERN RAILWAY COMPANY,238.643794321781
1517,36101,NS,BAKER STREET,NORFOLK SOUTHERN RAILWAY COMPANY,9360.07720814785
1518,39049,NS,BANNON,NORFOLK SOUTHERN RAILWAY COMPANY,2300.77218313522
1519,24005,NS,BAYVIEW (NS),NORFOLK SOUTHERN RAILWAY COMPANY,5988.67310859703
1520,24510,NS,BAYVIEW (NS),NORFOLK SOUTHERN RAILWAY COMPANY,5694.82810441897
1521,24510,NS,BAYVIEW INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,3184.18605417964
1522,10003,NS,BEAR CAR SHOP,NORFOLK SOUTHERN RAILWAY COMPANY,2383.21886774903
1523,37169,NS,BELEWS CREEK PLANT,NORFOLK SOUTHERN RAILWAY COMPANY,3386.36164881581
1524,39043,NS,BELLEVUE,NORFOLK SOUTHERN RAILWAY COMPANY,46039.3030095177
1525,39077,NS,BELLEVUE,NORFOLK SOUTHERN RAILWAY COMPANY,27063.8967964245
1526,39033,NS,BENSON,NORFOLK SOUTHERN RAILWAY COMPANY,2199.65586538906
1527,29189,NS,BERKELEY,NORFOLK SOUTHERN RAILWAY COMPANY,6106.41755580014
1528,39061,NS,BERRY,NORFOLK SOUTHERN RAILWAY COMPANY,3837.72663866481
1529,42095,NS,BETHLEHEM INTERMODAL YARD,NORFOLK SOUTHERN RAILWAY COMPANY,7566.05096226202
1530,36007,NS,BEVIER STREET,NORFOLK SOUTHERN RAILWAY COMPANY,7041.24945374236
1531,36007,NS,BINGHAMTON,NORFOLK SOUTHERN RAILWAY COMPANY,8694.72199450364
1532,01073,NS,BIRMINGHAM REG INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,6539.65438021946
1533,36029,NS,BISON,NORFOLK SOUTHERN RAILWAY COMPANY,28592.2196732127
1534,39147,NS,BLAIR,NORFOLK SOUTHERN RAILWAY COMPANY,3448.21843542308
1535,54055,NS,BLUEFIELD,NORFOLK SOUTHERN RAILWAY COMPANY,30336.6238005994
1536,45083,NS,BMW CLASSIFICATION,NORFOLK SOUTHERN RAILWAY COMPANY,3002.18806753126
1537,26163,NS,BOAT,NORFOLK SOUTHERN RAILWAY COMPANY,4285.0580050234
1538,26077,NS,BOTSFORD,NORFOLK SOUTHERN RAILWAY COMPANY,3198.03622015723
1539,34035,NS,BOUND BROOK,NORFOLK SOUTHERN RAILWAY COMPANY,2302.97484538825
1540,51520,NS,BRISTOL,NORFOLK SOUTHERN RAILWAY COMPANY,8312.39097805562
1541,51730,NS,BROADWAY,NORFOLK SOUTHERN RAILWAY COMPANY,4199.61130455948
1542,17163,NS,BROOKLYN,NORFOLK SOUTHERN RAILWAY COMPANY,3613.07352256112
1543,13021,NS,BROSNAN,NORFOLK SOUTHERN RAILWAY COMPANY,37905.7110927857
1544,13127,NS,BRUNSWICK,NORFOLK SOUTHERN RAILWAY COMPANY,3870.36871662984
1545,13127,NS,BRUNSWICK (NS),NORFOLK SOUTHERN RAILWAY COMPANY,964.519749122072
1546,39049,NS,BUCKEYE,NORFOLK SOUTHERN RAILWAY COMPANY,55491.9330639948
1547,36029,NS,BUFFALO CREEK (NS),NORFOLK SOUTHERN RAILWAY COMPANY,5020.73279751267
1548,36029,NS,BUFFALO JUNCTION,NORFOLK SOUTHERN RAILWAY COMPANY,5631.33428643714
1549,36029,NS,BUFFALO S K,NORFOLK SOUTHERN RAILWAY COMPANY,21074.4545290678
1550,17031,NS,BURNHAM (NS),NORFOLK SOUTHERN RAILWAY COMPANY,1947.69180536209
1551,18127,NS,BURNS HARBOR,NORFOLK SOUTHERN RAILWAY COMPANY,8322.83621365572
1552,21199,NS,BURNSIDE TERMINAL,NORFOLK SOUTHERN RAILWAY COMPANY,2597.29121982213
1553,47107,NS,CALHOUN,NORFOLK SOUTHERN RAILWAY COMPANY,1552.7120199405
1554,17031,NS,CALUMET,NORFOLK SOUTHERN RAILWAY COMPANY,23500.2676758525
1555,39035,NS,CAMPBELL,NORFOLK SOUTHERN RAILWAY COMPANY,7473.48530923951
1556,24510,NS,CANTON,NORFOLK SOUTHERN RAILWAY COMPANY,3237.20283829558
1557,39151,NS,CANTON,NORFOLK SOUTHERN RAILWAY COMPANY,18098.8250935338
1558,39095,NS,CARGILL,NORFOLK SOUTHERN RAILWAY COMPANY,6563.3686496144
1559,51550,NS,CAROLINE,NORFOLK SOUTHERN RAILWAY COMPANY,7670.74324129002
1560,22087,NS,CHALMETTE,NORFOLK SOUTHERN RAILWAY COMPANY,3509.87394319627
1561,42077,NS,CHAPMAN YARD,NORFOLK SOUTHERN RAILWAY COMPANY,1215.46008869523
1562,37119,NS,CHARLOTTE,NORFOLK SOUTHERN RAILWAY COMPANY,22668.8335135535
1563,37119,NS,CHARLOTTE REGIONAL INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,31518.3287961842
1564,10003,NS,CHRYSLER,NORFOLK SOUTHERN RAILWAY COMPANY,8124.97256794995
1565,39061,NS,CLARE,NORFOLK SOUTHERN RAILWAY COMPANY,1441.66222886312
1566,51083,NS,CLARKSON,NORFOLK SOUTHERN RAILWAY COMPANY,2809.94226463725
1567,39035,NS,CLEVELAND TERMINAL,NORFOLK SOUTHERN RAILWAY COMPANY,2447.92448481534
1568,51083,NS,CLOVER YARD,NORFOLK SOUTHERN RAILWAY COMPANY,1967.35128617
1569,17163,NS,COAPMAN,NORFOLK SOUTHERN RAILWAY COMPANY,3570.29391975035
1570,54009,NS,COIL,NORFOLK SOUTHERN RAILWAY COMPANY,8538.50988002787
1571,54029,NS,COIL,NORFOLK SOUTHERN RAILWAY COMPANY,1463.81730410318
1572,18089,NS,COLEHOUR,NORFOLK SOUTHERN RAILWAY COMPANY,7810.76026025958
1573,13215,NS,COLUMBUS,NORFOLK SOUTHERN RAILWAY COMPANY,8999.26086693106
1574,13157,NS,COMMERCE AUTO,NORFOLK SOUTHERN RAILWAY COMPANY,1118.19786830577
1575,42021,NS,CONEMAUGH,NORFOLK SOUTHERN RAILWAY COMPANY,16905.1967682715
1576,39007,NS,CONNEAUT,NORFOLK SOUTHERN RAILWAY COMPANY,11320.6281394436
1577,42007,NS,CONWAY,NORFOLK SOUTHERN RAILWAY COMPANY,301734.538849732
1578,42007,NS,CONWAY RIVER TERMINAL,NORFOLK SOUTHERN RAILWAY COMPANY,6819.74595645586
1579,42007,NS,CONWAY YARD,NORFOLK SOUTHERN RAILWAY COMPANY,2113.68073018431
1580,28003,NS,CORINTH,NORFOLK SOUTHERN RAILWAY COMPANY,1576.12791792203
1581,47093,NS,COSTER,NORFOLK SOUTHERN RAILWAY COMPANY,4622.29042965366
1582,47093,NS,COSTER BULK TRANSFER,NORFOLK SOUTHERN RAILWAY COMPANY,1958.81253933501
1583,47065,NS,CRAVENS,NORFOLK SOUTHERN RAILWAY COMPANY,305.217460226333
1584,39033,NS,CRESTLINE TRIPLE CROWN,NORFOLK SOUTHERN RAILWAY COMPANY,4340.59313633812
1585,51135,NS,CREWE,NORFOLK SOUTHERN RAILWAY COMPANY,19010.5290330126
1586,34017,NS,CROXTON,NORFOLK SOUTHERN RAILWAY COMPANY,19352.6487515936
1587,54099,NS,CTI TRANSFER,NORFOLK SOUTHERN RAILWAY COMPANY,4061.03807820694
1588,37067,NS,DAISEY,NORFOLK SOUTHERN RAILWAY COMPANY,5050.32702675904
1589,37067,NS,DAISEY AUTO LOT,NORFOLK SOUTHERN RAILWAY COMPANY,3286.09183241871
1590,21021,NS,DANVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,12721.7058286323
1591,39113,NS,DAYTON,NORFOLK SOUTHERN RAILWAY COMPANY,9524.83945764681
1592,47065,NS,DE BUTTS,NORFOLK SOUTHERN RAILWAY COMPANY,34397.8584844814
1593,47065,NS,DEBUTTS,NORFOLK SOUTHERN RAILWAY COMPANY,6960.29198453268
1594,17115,NS,DECATUR,NORFOLK SOUTHERN RAILWAY COMPANY,4296.71482327859
1595,17115,NS,DECATUR (NS),NORFOLK SOUTHERN RAILWAY COMPANY,51706.9981043844
1596,39095,NS,DETROIT,NORFOLK SOUTHERN RAILWAY COMPANY,12983.2613150938
1597,13051,NS,DILLARD,NORFOLK SOUTHERN RAILWAY COMPANY,14388.0321768363
1598,51027,NS,DISMAL,NORFOLK SOUTHERN RAILWAY COMPANY,4650.6612034728
1599,13089,NS,DORAVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,3691.83399483518
1600,28035,NS,DRAGON,NORFOLK SOUTHERN RAILWAY COMPANY,13960.9472667023
1601,24005,NS,DUNDALK AUTOLOAD,NORFOLK SOUTHERN RAILWAY COMPANY,1583.55793097942
1602,24510,NS,DUNDALK AUTOLOAD,NORFOLK SOUTHERN RAILWAY COMPANY,672.465208054325
1603,24005,NS,DUNDALK INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,3443.6173432206
1604,24510,NS,DUNDALK INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,600.98779019742
1605,51590,NS,DUNDEE,NORFOLK SOUTHERN RAILWAY COMPANY,3315.20572199873
1606,13051,NS,EANES,NORFOLK SOUTHERN RAILWAY COMPANY,971.198555098141
1607,18035,NS,EAST,NORFOLK SOUTHERN RAILWAY COMPANY,3534.96524980552
1608,18157,NS,EAST,NORFOLK SOUTHERN RAILWAY COMPANY,4836.09336411092
1609,39035,NS,EAST 55TH ST,NORFOLK SOUTHERN RAILWAY COMPANY,10463.2300078604
1610,36007,NS,EAST BINGHAMTON,NORFOLK SOUTHERN RAILWAY COMPANY,12438.5685434712
1611,37063,NS,EAST DURHAM,NORFOLK SOUTHERN RAILWAY COMPANY,9197.39399594306
1612,42077,NS,EAST PENN YARD,NORFOLK SOUTHERN RAILWAY COMPANY,8546.16228471932
1613,18003,NS,EAST WAYNE,NORFOLK SOUTHERN RAILWAY COMPANY,10239.5816472718
1614,13245,NS,ECO-ENERGY AUGUSTA,NORFOLK SOUTHERN RAILWAY COMPANY,2962.53935333327
1615,10003,NS,EDGE MOOR,NORFOLK SOUTHERN RAILWAY COMPANY,3144.14135191927
1616,10003,NS,EDGEMOOR,NORFOLK SOUTHERN RAILWAY COMPANY,9881.09695910473
1617,18039,NS,ELKHART,NORFOLK SOUTHERN RAILWAY COMPANY,29548.3207183496
1618,18141,NS,ELKHART,NORFOLK SOUTHERN RAILWAY COMPANY,344.062297307939
1619,36015,NS,ELMIRA,NORFOLK SOUTHERN RAILWAY COMPANY,4947.16093045289
1620,54109,NS,ELMORE,NORFOLK SOUTHERN RAILWAY COMPANY,14618.6134916649
1621,39093,NS,ELYRIA,NORFOLK SOUTHERN RAILWAY COMPANY,12570.4330890844
1622,47145,NS,EMORY GAP,NORFOLK SOUTHERN RAILWAY COMPANY,1129.60555192572
1623,42041,NS,ENOLA,NORFOLK SOUTHERN RAILWAY COMPANY,179486.631514751
1624,42099,NS,ENOLA,NORFOLK SOUTHERN RAILWAY COMPANY,754.439717024311
1625,34039,NS,ERAIL,NORFOLK SOUTHERN RAILWAY COMPANY,16147.1409808503
1626,42003,NS,ETNA,NORFOLK SOUTHERN RAILWAY COMPANY,10422.9606047564
1627,39093,NS,FAIRLANE,NORFOLK SOUTHERN RAILWAY COMPANY,6734.63943736312
1628,39093,NS,FAIRLANE AUTOLOAD,NORFOLK SOUTHERN RAILWAY COMPANY,3144.15800221459
1629,17119,NS,FEDERAL,NORFOLK SOUTHERN RAILWAY COMPANY,3855.52159743284
1630,42085,NS,FERRONA,NORFOLK SOUTHERN RAILWAY COMPANY,18052.0038304035
1631,39063,NS,FINDLEY,NORFOLK SOUTHERN RAILWAY COMPANY,3967.84149622152
1632,51185,NS,FLAT TOP,NORFOLK SOUTHERN RAILWAY COMPANY,987.13949654896
1633,54055,NS,FLAT TOP,NORFOLK SOUTHERN RAILWAY COMPANY,4001.89790352104
1634,39095,NS,FORD,NORFOLK SOUTHERN RAILWAY COMPANY,5611.69436195563
1635,39093,NS,FORD JCT,NORFOLK SOUTHERN RAILWAY COMPANY,15125.6733622739
1636,13063,NS,FOREST PARK,NORFOLK SOUTHERN RAILWAY COMPANY,7367.32054687628
1637,47157,NS,FORREST,NORFOLK SOUTHERN RAILWAY COMPANY,11009.9531024299
1638,13115,NS,FORRESTVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,5080.07373953183
1639,39147,NS,FOSTORIA MIXING CENTER,NORFOLK SOUTHERN RAILWAY COMPANY,11626.4517052413
1640,13051,NS,FOUNDATION LEAD,NORFOLK SOUTHERN RAILWAY COMPANY,3759.78976556732
1641,18023,NS,FRANKFORT,NORFOLK SOUTHERN RAILWAY COMPANY,9256.32773760228
1642,42055,NS,FRANKLIN COUNTY RIF,NORFOLK SOUTHERN RAILWAY COMPANY,10214.2272595404
1643,47073,NS,FRISCO,NORFOLK SOUTHERN RAILWAY COMPANY,798.568605977022
1644,51169,NS,FRISCO,NORFOLK SOUTHERN RAILWAY COMPANY,2044.75725958605
1645,39095,NS,FRONT ST,NORFOLK SOUTHERN RAILWAY COMPANY,5901.71908095319
1646,13139,NS,GAINESVILLE,NORFOLK SOUTHERN RAILWAY COMPANY,2835.67428527634
1647,36101,NS,GANG MILLS,NORFOLK SOUTHERN RAILWAY COMPANY,7815.9036027414
1648,18003,NS,GENERAL MOTORS,NORFOLK SOUTHERN RAILWAY COMPANY,2824.69787148947
1649,36069,NS,GENEVA,NORFOLK SOUTHERN RAILWAY COMPANY,4635.60622990066
1650,36099,NS,GENEVA,NORFOLK SOUTHERN RAILWAY COMPANY,1123.29658224021
1651,21209,NS,GEORGETOWN,NORFOLK SOUTHERN RAILWAY COMPANY,3844.66401227819
1652,21209,NS,GEORGETOWN AUTO,NORFOLK SOUTHERN RAILWAY COMPANY,1681.75978246728
1653,21209,NS,GEORGETOWN INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,2609.67413514443
1654,39061,NS,GEST ST INTERMODAL,NORFOLK SOUTHERN RAILWAY COMPANY,6374.19552915633
1655,39061,NS,GEST STREET,NORFOLK SOUTHERN RAILWAY COMPANY,11207.7352402762
1656,34031,NS,GETTY STREET,NORFOLK SOUTHERN RAILWAY COMPANY,4672.7315640563
1657,54059,NS,GILBERT,NORFOLK SOUTHERN RAILWAY COMPANY,6556.94838919345
1658,37183,NS,GLENWOOD,NORFOLK SOUTHERN RAILWAY COMPANY,8403.41407036023
1659,18003,NS,GM AUTOLOAD,NORFOLK SOUTHERN RAILWAY COMPANY,867.306803317327
1660,17113,NS,GOOD,NORFOLK SOUTHERN RAILWAY COMPANY,11209.5477303119
1661,18053,NS,GOODMAN,NORFOLK SOUTHERN RAILWAY COMPANY,4050.5087370834
1662,21111,NS,GOODRICH,NORFOLK SOUTHERN RAILWAY COMPANY,758.248411377147
1663,13319,NS,GORDON,NORFOLK SOUTHERN RAILWAY COMPANY,7414.01865197816
1664,39081,NS,GOULD,NORFOLK SOUTHERN RAILWAY COMPANY,8589.18798892477
